X,Y,FID,F560,Location,Latitude,Longitude,Shelter,Bench
-8423733.25902811,5683570.34059729,267,8216,PLEASANT PARK / CABOT,45.392779,-75.671684, , 
-8423729.14020783,5683554.64713208,268,2327,PLEASANT PARK / CABOT,45.39268,-75.671647, , 
-8423022.03827004,5683601.40819209,269,8240,PLEASANT PARK / CAVENDISH,45.392975,-75.665295, , 
-8423026.60237995,5683574.45977782,270,8242,PLEASANT PARK / CAVENDISH,45.392805,-75.665336, , 
-8422743.29398507,5683608.54070931,271,7173,PLEASANT PARK / ALTA VISTA,45.39302,-75.662791, ,Y
-8422604.25561701,5684408.78778514,272,8207,ALTA VISTA / SMYTH,45.398068,-75.661542, , 
-8422675.27758595,5684137.06361152,273,7174,ALTA VISTA / CRESTVIEW,45.396354,-75.66218,Y, 
-8422731.93929094,5684017.85008926,274,8228,ALTA VISTA / CRESTVIEW,45.395602,-75.662689, , 
-8422730.82613355,5683850.92187255,275,7175,ALTA VISTA / BILLINGS,45.394549,-75.662679, ,Y
-8422721.36400837,5683673.85134412,276,8206,ALTA VISTA / PLEASANT PARK,45.393432,-75.662594,Y, 
-8422731.71674089,5683632.63582815,277,7176,ALTA VISTA / PLEASANT PARK,45.393172,-75.662687, ,Y
-8422701.43786338,5683398.34478452,278,8227,ALTA VISTA / MOUNTBATTEN,45.391694,-75.662415, ,Y
-8422669.2665054,5683345.24168723,279,837,ALTA VISTA / SUMMIT,45.391359,-75.662126, ,Y
-8422736.72621884,5683016.4859223,280,7178,ALTA VISTA / CUNNINGHAM,45.389285,-75.662732,Y,Y
-8422776.02204405,5682919.95391901,281,7177,ALTA VISTA / CUNNINGHAM,45.388676,-75.663085, ,Y
-8422747.96954015,5682611.50179515,282,5851,ALTA VISTA / KILBORN,45.38673,-75.662833, , 
-8422718.46985551,5682575.52160207,283,5705,ALTA VISTA / KILBORN,45.386503,-75.662568,Y, 
-8422722.03210433,5682375.96943596,284,8226,ALTA VISTA / ORILLIA,45.385244,-75.6626, , 
-8422702.32854288,5682349.9756094,285,5709,ALTA VISTA / CLONTARF,45.38508,-75.662423, , 
-8422677.39298284,5682152.9642887,286,7180,ALTA VISTA / RANDALL,45.383837,-75.662199,Y, 
-8422678.9514832,5682001.76147894,287,7179,ALTA VISTA / RANDALL,45.382883,-75.662213, ,Y
-8422633.42181166,5681870.05527177,288,8422,ALTA VISTA / PALEN,45.382052,-75.661804, , 
-8422643.88586195,5681821.7160243,289,8423,ALTA VISTA / WESMAR,45.381747,-75.661898, , 
-8422314.60269791,5681351.64882072,290,8359,HERON / ST PATS H.S,45.378781,-75.65894, , 
-8422526.44389067,5681088.89236144,291,8425,ALTA VISTA / RIDGEMONT,45.377123,-75.660843, , 
-8422645.4444352,5681392.53803494,292,8231,HERON / ALTA VISTA,45.379039,-75.661912, , 
-8422939.55073069,5681370.35163817,293,7187,HERON / EVANS,45.378899,-75.664554, ,Y
-8422944.44879793,5681342.77599603,294,8427,HERON / EDGEHILL,45.378725,-75.664598, , 
-8423194.58386149,5681349.74997834,295,8286,HERON / BANK,45.378769,-75.666845,Y, 
-8423207.83090026,5681311.39778495,296,1166,HERON / BANK,45.378527,-75.666964, , 
-8422761.10525347,5682583.1298574,297,8225,KILBORN / ALTA VISTA,45.386551,-75.662951, , 
-8423022.92890478,5682551.58879691,298,7189,KILBORN / LILAC,45.386352,-75.665303, , 
-8423038.40232552,5682571.71860966,299,7188,KILBORN / LILAC,45.386479,-75.665442, , 
-8423266.2735118,5682527.02184698,300,8224,KILBORN / BEAVER,45.386197,-75.667489, , 
-8423493.69943243,5682529.40012396,301,8203,KILBORN / BLOSSOM,45.386212,-75.669532, , 
-8423508.28230092,5682501.028451,302,7190,KILBORN / UTAH,45.386033,-75.669663, , 
-8423644.76013476,5682358.37915245,303,7192,LAMIRA / ROONEY'S,45.385133,-75.670889, , 
-8423644.31486712,5682265.65803028,304,7191,LAMIRA / ROONEY'S,45.384548,-75.670885, , 
-8423459.63539126,5684203.01475522,305,3032,RIVERSIDE 2A (A),45.39677,-75.669226, , 
-8423489.13507844,5684192.23474847,306,3032,RIVERSIDE 1A (B),45.396702,-75.669491, , 
-8423473.66180422,5683564.47450284,307,3033,PLEASANT PARK 2A (A),45.392742,-75.669352, , 
-8423473.99575862,5683583.02133361,308,3033,PLEASANT PARK 1A (B),45.392859,-75.669355, , 
-8423447.50170482,5683571.60780746,309,3033,PLEASANT PARK 4A,45.392787,-75.669117, , 
-8423502.93884929,5683566.535357,310,3033,PLEASANT PARK 3A,45.392755,-75.669615, , 
-8422621.5109366,5680101.00723094,311,8384,WALKLEY / BANFF,45.370889,-75.661697, , 
-8422600.1375724,5680149.97100416,312,8404,WALKLEY / BANFF,45.371198,-75.661505,Y, 
-8422411.67351742,5680226.34814344,313,7193,WALKLEY / SIBLINGS,45.37168,-75.659812, , 
-8422392.74918728,5680273.25261255,314,7195,WALKLEY / HAMPSTEAD,45.371976,-75.659642,Y, 
-8422218.64536383,5680338.38000151,315,7194,WALKLEY / HAMPSTEAD,45.372387,-75.658078, , 
-8422086.84296485,5680445.50108619,316,7196,WALKLEY / JASPER,45.373063,-75.656894,Y, 
-8422025.61718781,5680458.97039577,317,8390,WALKLEY / JASPER,45.373148,-75.656344,Y, 
-8421738.41264268,5680406.67615328,318,7197,ALBION / WALKLEY,45.372818,-75.653764, , 
-8421154.65256516,5680970.34857661,319,8536,WALKLEY / BAYCREST,45.376375,-75.64852,Y, 
-8420789.96954842,5681181.75430256,320,7198,WALKLEY / HEATHERINGTON,45.377709,-75.645244,Y,Y
-8421150.08845716,5680994.59511312,321,5818,WALKLEY / AD. 1570,45.376528,-75.648479, , 
-8420803.99581486,5681200.45473103,322,1087,WALKLEY / HEATHERINGTON,45.377827,-75.64537,Y, 
-8420667.07271703,5681243.24351304,323,8387,WALKLEY / HEATHERINGTON,45.378097,-75.64414,Y, 
-8420532.26469194,5681358.77491319,324,8399,WALKLEY / AD. 1690,45.378826,-75.642929,Y, 
-8420379.31158046,5681435.4795303,325,7201,WALKLEY / AD. 1771,45.37931,-75.641555, , 
-8420372.52108466,5681405.52642693,326,7199,WALKLEY / AD. 1771,45.379121,-75.641494,Y, 
-8420207.65675449,5681535.00641074,327,7202,WALKLEY / HOLLY,45.379938,-75.640013, , 
-8420199.41910388,5681507.74718913,328,7200,WALKLEY / HOLLY,45.379766,-75.639939, , 
-8420719.17029156,5681152.59425109,329,5806,HEATHERINGTON / WALKLEY,45.377525,-75.644608,Y, 
-8420676.64621985,5680979.69718574,330,8400,HEATHERINGTON / FAIRLEA,45.376434,-75.644226, ,Y
-8420618.20344419,5680758.6283341,331,7203,HEATHERINGTON / ANGELA,45.375039,-75.643701, , 
-8420593.82445049,5680777.48624092,332,8386,HEATHERINGTON / FAIRLEA,45.375158,-75.643482,Y, 
-8420682.54621251,5680588.9084624,333,7204,HEATHERINGTON / BANNERHILL,45.373968,-75.644279, , 
-8420697.12908925,5680550.55950587,334,7205,HEATHERINGTON / BANNERHILL,45.373726,-75.64441, , 
-8421109.01163996,5680449.30109537,335,8401,HEATHERINGTON / AD. 1560,45.373087,-75.64811, , 
-8421167.34311355,5680439.95184271,336,8385,HEATHERINGTON / AD. 1535,45.373028,-75.648634, , 
-8421343.00543127,5680494.62282063,337,7206,HEATHERINGTON / AD. 1476,45.373373,-75.650212, ,Y
-8421340.44508575,5680471.80379396,338,7208,HEATHERINGTON / AD. 1485,45.373229,-75.650189, , 
-8421512.99046794,5680409.3692944,339,7207,HEATHERINGTON / AD. 1455,45.372835,-75.651739, , 
-8421486.16244893,5680394.94898402,340,7209,HEATHERINGTON / AD. 1455,45.372744,-75.651498,Y,Y
-8421667.39075491,5680322.69036425,341,8402,HEATHERINGTON / ALBION,45.372288,-75.653126,Y, 
-8421623.4195181,5680315.08401839,342,7210,HEATHERINGTON / ALBION,45.37224,-75.652731,Y, 
-8421779.934832,5680567.67721277,343,8403,ALBION / WALKLEY,45.373834,-75.654137,Y, 
-8421623.53062303,5681387.4632386,344,5899,BAYCREST / HERON,45.379007,-75.652732, ,Y
-8421619.07783334,5681411.71090194,345,1917,BAYCREST / HERON,45.37916,-75.652692, ,Y
-8421429.94589017,5681150.06069059,346,5880,BAYCREST / CEDARWOOD,45.377509,-75.650993,Y, 
-8421450.98528893,5681176.05104963,347,2394,BAYCREST / CEDARWOOD,45.377673,-75.651182,Y,Y
-8421278.10599197,5680993.01073346,348,1924,BAYCREST / WALKLEY,45.376518,-75.649629, , 
-8422715.35290342,5682609.75815469,349,8937,KILBORN / ALTA VISTA,45.386719,-75.66254, , 
-8422484.69872937,5682635.91040718,350,8201,KILBORN / BRAESIDE,45.386884,-75.660468, , 
-8422467.88947699,5682611.50086536,351,8307,KILBORN / BRAESIDE,45.38673,-75.660317, , 
-8422101.98199664,5682673.15753778,352,7213,KILBORN / WEBSTER,45.387119,-75.65703, , 
-8422096.52734166,5682648.90643565,353,7211,KILBORN / WEBSTER,45.386966,-75.656981, , 
-8421821.56795797,5682703.11398373,354,8200,KILBORN / PROSPECT,45.387308,-75.654511, ,Y
-8421854.62987843,5682673.473778,355,7212,KILBORN / PROSPECT,45.387121,-75.654808, , 
-8421492.84122428,5682733.86291262,356,7214,KILBORN / ROSEGLEN,45.387502,-75.651558, ,Y
-8421476.03196809,5682709.45310117,357,8415,KILBORN / FEATHERSTON,45.387348,-75.651407, , 
-8421265.19267591,5682758.58906251,358,7215,KILBORN / PLAYFAIR,45.387658,-75.649513,Y, 
-8421249.8305737,5682732.75264408,359,7216,KILBORN / PLAYFAIR,45.387495,-75.649375, , 
-8420814.12571646,5682796.47069646,360,7227,KILBORN / VIRGINIA,45.387897,-75.645461, ,Y
-8420632.11819434,5682798.84777293,361,8416,KILBORN / VIRGINIA,45.387912,-75.643826, , 
-8420572.11693246,5682828.17131703,362,8418,KILBORN / BEAUMONT,45.388097,-75.643287, , 
-8420241.94301101,5682861.77393025,363,7229,KILBORN / DELMAR,45.388309,-75.640321, , 
-8420200.97740288,5682838.47326319,364,7228,KILBORN / DELMAR,45.388162,-75.639953, , 
-8420028.54333096,5682875.08801845,365,7230,KILBORN / FEATHERSTON,45.388393,-75.638404,Y,Y
-8419941.82536092,5682875.56331974,366,8911,KILBORN / FEATHERSTON,45.388396,-75.637625, , 
-8419713.9540967,5683044.05800971,367,8333,KILBORN / HAIG,45.389459,-75.635578,Y,Y
-8419698.5919972,5683019.96437965,368,8331,KILBORN / HAIG,45.389307,-75.63544,Y, 
-8420750.11709948,5681589.20962919,369,5823,HERON / JEFFERSON,45.38028,-75.644886, , 
-8421137.50924611,5681516.30796914,370,8393,HERON / SANDALWOOD,45.37982,-75.648366, , 
-8421270.98141911,5681534.85095163,371,8818,HERON / BRIARHILL,45.379937,-75.649565, , 
-8421692.10347392,5681490.7938969,372,8397,HERON / BAYCREST,45.379659,-75.653348,Y, 
-8421578.55748414,5681472.56797406,373,4083,HERON / BAYCREST,45.379544,-75.652328, , 
-8422047.8809295,5681457.51367404,374,7225,HERON / FINN,45.379449,-75.656544,Y,Y
-8422039.53196368,5681438.81272131,375,8392,HERON / FINN,45.379331,-75.656469,Y,Y
-8422517.42693331,5681402.52194578,376,9005,HERON / ALTA VISTA,45.379102,-75.660762, , 
-8422467.88973135,5681383.50400854,377,7226,HERON / ALTA VISTA,45.378982,-75.660317,Y,Y
-8421178.58571557,5684703.98030705,378,1806,RING ROAD / TOH GENERAL CAMPUS,45.39993,-75.648735,Y,Y
-8421159.21611404,5684664.18681578,379,7044,RING ROAD / TOH GENERAL CAMPUS,45.399679,-75.648561, , 
-8421426.82839904,5684674.65110148,380,7072,CHEO HOSPITAL,45.399745,-75.650965, , 
-8421701.34235716,5685058.48410605,381,7231,RING ROAD / RONALD MCDONALD HOUSE,45.402166,-75.653431, ,Y
-8421295.47118617,5685185.63794954,382,1591,RING ROAD / Rehab (TOH),45.402968,-75.649785,Y,Y
-8421159.10464816,5685296.30515635,383,7232,RING ROAD,45.403666,-75.64856, , 
-8420901.84505837,5685251.59343116,384,2089,RING ROAD,45.403384,-75.646249, , 
-8420788.07647081,5685054.35955815,385,7233,RING ROAD / CANCER CENTRE,45.40214,-75.645227,Y,Y
-8421034.98342644,5684715.23631173,386,7234,RING ROAD / TOH GENERAL CAMPUS,45.400001,-75.647445,Y,Y
-8422566.29561205,5684498.20170297,387,8210,SMYTH / ALTA VISTA,45.398632,-75.661201,Y, 
-8422376.05041736,5684476.32316177,388,8222,SMYTH / FAIRBANKS,45.398494,-75.659492, , 
-8422266.1779609,5684516.59105774,389,7235,SMYTH / VALOUR,45.398748,-75.658505,Y, 
-8421873.55384609,5684530.85824889,390,7237,SMYTH / BARNHART,45.398838,-75.654978, , 
-8421916.07791678,5684544.17547953,391,7236,SMYTH / BARNHART,45.398922,-75.65536,Y, 
-8421671.17487358,5684546.39430281,392,7238,SMYTH / SOUTHHAVEN,45.398936,-75.65316, , 
-8421327.08608966,5684585.07647824,393,7239,SMYTH / HIGHLAND,45.39918,-75.650069, , 
-8420975.4274618,5684618.3686416,394,8565,SMYTH / LYNDA,45.39939,-75.64691, ,Y
-8420455.56490244,5684697.0028317,395,7244,SMYTH / ROGER GUINDON,45.399886,-75.64224,Y, 
-8420497.19844204,5684660.38029122,396,7242,SMYTH / ROGER GUINDON,45.399655,-75.642614,Y, 
-8420183.61117739,5684726.96627309,397,8563,SMYTH / BOTSFORD STREET SOUTH,45.400075,-75.639797,Y,Y
-8420111.47610461,5684699.06303431,398,7243,SMYTH / DAUPHIN,45.399899,-75.639149,Y,Y
-8419661.18844697,5684781.18600588,399,7245,SMYTH / HAIG,45.400417,-75.635104,Y, 
-8419539.18220913,5684758.51433481,400,8358,SMYTH / HAIG,45.400274,-75.634008,Y, 
-8419231.38351954,5684823.67417356,401,8568,SMYTH / SAUNDERSON,45.400685,-75.631243, , 
-8419218.91573176,5684790.6974488,402,7246,SMYTH / SAUNDERSON,45.400477,-75.631131, ,Y
-8418926.70176182,5684854.58922863,403,8356,SMYTH / CUBA,45.40088,-75.628506, , 
-8418911.45098398,5684821.6123801,404,8360,SMYTH / CUBA,45.400672,-75.628369, , 
-8418684.80426338,5684869.17460516,405,8351,SMYTH / RUSSELL,45.400972,-75.626333, ,Y
-8418649.51595429,5684848.72250807,406,7247,SMYTH / OTHELLO,45.400843,-75.626016, , 
-8422706.11323218,5683633.74539226,407,8239,PLEASANT PARK / ALTA VISTA,45.393179,-75.662457, , 
-8422350.33577623,5683668.6189339,408,7248,PLEASANT PARK / AD. 327,45.393399,-75.659261, , 
-8422344.88112201,5683641.51175731,409,8243,PLEASANT PARK / AD. 328,45.393228,-75.659212, , 
-8422052.88985809,5683696.83494572,410,7251,PLEASANT PARK / FAIRBANKS,45.393577,-75.656589, ,Y
-8421935.00244184,5683684.15284786,411,7249,PLEASANT PARK / FAIRBANKS,45.393497,-75.65553, , 
-8421749.76667579,5683727.90447699,412,8238,PLEASANT PARK / AD. 433,45.393773,-75.653866, , 
-8421641.78670045,5683716.80758817,413,7250,PLEASANT PARK / AD. 452,45.393703,-75.652896, , 
-8421355.58408934,5683759.44942665,414,7252,PLEASANT PARK / AD. 501,45.393972,-75.650325, ,Y
-8421331.53906637,5683746.29193812,415,8244,PLEASANT PARK / AD. 504,45.393889,-75.650109, , 
-8421107.78665902,5683795.27507827,416,7253,PLEASANT PARK / LYNDA,45.394198,-75.648099, ,Y
-8421031.19877669,5683778.78840086,417,7255,PLEASANT PARK / LYNDA,45.394094,-75.647411, , 
-8420776.16555765,5683826.02787471,418,7254,PLEASANT PARK / NORWAY,45.394392,-75.64512,Y,Y
-8420776.49952208,5683801.77366615,419,7256,PLEASANT PARK / NORWAY,45.394239,-75.645123, , 
-8419945.16471162,5684381.98838893,420,7225,DAUPHIN / TWEED,45.397899,-75.637655,Y,Y
-8420207.21111143,5683721.55937895,421,8338,PLEASANT PARK / DORVAL,45.393733,-75.640009, , 
-8420197.30367004,5683708.56050901,422,8335,PLEASANT PARK / DORVAL,45.393651,-75.63992, , 
-8419844.4205565,5683743.27614588,423,7268,PLEASANT PARK / HAIG,45.39387,-75.63675, , 
-8419777.18352037,5683775.29769315,424,8337,PLEASANT PARK / HAIG,45.394072,-75.636146, , 
-8419482.85452101,5683783.54022552,425,8336,PLEASANT PARK / CAMROSE,45.394124,-75.633502, , 
-8419442.77947112,5683810.17215665,426,7269,PLEASANT PARK / CAMROSE,45.394292,-75.633142, , 
-8419285.03963157,5683801.45295589,427,6915,PLEASANT PARK / ARCH,45.394237,-75.631725, , 
-8419293.27727923,5683825.70718736,428,3329,PLEASANT PARK / ARCH,45.39439,-75.631799, , 
-8418808.14655907,5683849.00916546,429,6918,PLEASANT PARK / SAUNDERSON,45.394537,-75.627441, , 
-8418734.00771508,5683878.17761657,430,7071,PLEASANT PARK / SAUNDERSON,45.394721,-75.626775, , 
-8418669.10850745,5683040.0927348,431,8340,CANTERBURY / HALIFAX,45.389434,-75.626192,Y,Y
-8418732.33803068,5682938.96367474,432,540,CANTERBURY / CANTERBURY H.S.,45.388796,-75.62676, , 
-8418750.26047789,5683032.48442026,433,8345,CANTERBURY / PLESSER,45.389386,-75.626921,Y, 
-8418983.80895092,5682990.79681111,434,7275,CANTERBURY / AD. 860,45.389123,-75.629019, , 
-8418999.28237005,5683008.07442784,435,7276,CANTERBURY / AD. 860,45.389232,-75.629158,Y, 
-8419319.43747583,5682977.3242876,436,7277,CANTERBURY / HARDING,45.389038,-75.632034,Y, 
-8419306.41308124,5682998.88157705,437,7278,CANTERBURY / ARCH,45.389174,-75.631917, ,Y
-8419560.33305615,5683000.15027187,438,7279,CANTERBURY / URBANDALE,45.389182,-75.634198, , 
-8418401.49623177,5682943.08414319,439,5803,HALIFAX / AD. 2215,45.388822,-75.623788, , 
-8418165.05343311,5682844.96715506,440,5804,HALIFAX / DAKOTA,45.388203,-75.621664,Y, 
-8418120.74824824,5682741.7794969,441,1989,WALKLEY / HALIFAX,45.387552,-75.621266,Y, 
-8418002.52684741,5682764.76254528,442,8491,WALKLEY / HALIFAX,45.387697,-75.620204,Y,Y
-8418229.61880691,5682663.00292527,443,8314,WALKLEY / AD. 2080,45.387055,-75.622244,Y, 
-8418845.88404546,5682334.59012571,444,8324,WALKLEY / HARDING,45.384983,-75.62778,Y, 
-8418710.29677719,5682383.09036861,445,1899,WALKLEY / HARDING,45.385289,-75.626562,Y, 
-8419246.411988,5682102.23580414,446,7281,WALKLEY / CONROY,45.383517,-75.631378, , 
-8419045.25746017,5682169.91253673,447,7282,WALKLEY / CONROY,45.383944,-75.629571,Y, 
-8419637.03247571,5681869.72914438,448,8391,WALKLEY / RYDER,45.38205,-75.634887, , 
-8419519.92425456,5681912.67966937,449,6927,WALKLEY / DON REID,45.382321,-75.633835, , 
-8419867.24141222,5681736.59929612,450,7283,WALKLEY / HERON,45.38121,-75.636955, , 
-8419787.53657724,5681744.36496107,451,8388,WALKLEY / HERON,45.381259,-75.636239, , 
-8418217.26213693,5684319.04638842,452,8328,ST-LAURENT / AD. 1971,45.397502,-75.622133,Y, 
-8418166.83439586,5684124.52813714,453,8329,ST-LAURENT / TAWNEY,45.396275,-75.62168,Y, 
-8418060.74685675,5683926.52639915,454,7284,ST-LAURENT / CONNERY,45.395026,-75.620727, , 
-8418027.1283584,5683761.9775731,455,8347,ST-LAURENT / CONNERY,45.393988,-75.620425, , 
-8417889.53736245,5683478.06642949,456,7286,ST-LAURENT / JOLIFFE,45.392197,-75.619189,Y, 
-8417926.05018822,5683515.63543768,457,7285,ST-LAURENT / JOLIFFE,45.392434,-75.619517,Y, 
-8417808.94200954,5683211.28385761,458,8348,ST-LAURENT / FOLEY,45.390514,-75.618465, , 
-8417706.63934376,5683000.1459818,459,7288,ST-LAURENT / WALKLEY,45.389182,-75.617546,Y, 
-8417660.33039243,5683007.12031564,460,2482,WALKLEY / ST-LAURENT,45.389226,-75.61713, , 
-8417646.08149005,5682983.34381631,461,8315,WALKLEY / ST-LAURENT,45.389076,-75.617002,Y, 
-8417435.35344896,5683149.30446285,462,8323,WALKLEY / TAWNEY,45.390123,-75.615109,Y, 
-8417295.64734028,5683184.81106999,463,7289,WALKLEY / TAWNEY,45.390347,-75.613854,Y, 
-8417000.42770722,5683395.47694433,464,8322,WALKLEY / MELFORT,45.391676,-75.611202,Y, 
-8416879.20066077,5683429.87493978,465,7290,WALKLEY / MELFORT,45.391893,-75.610113,Y, 
-8416692.96296704,5683561.92061363,466,7291,WALKLEY / RUSSELL,45.392726,-75.60844,Y, 
-8416201.59840444,5683761.81545322,467,6898,WALKLEY / LANCASTER,45.393987,-75.604026, , 
-8416195.69846756,5683785.91102788,468,6899,WALKLEY / LANCASTER,45.394139,-75.603973, , 
-8416706.98923727,5683707.44300588,469,8316,RUSSELL / WALKLEY,45.393644,-75.608566, , 
-8416871.07433071,5683764.35303323,470,1237,RUSSELL / SOUTHVALE,45.394003,-75.61004, , 
-8417864.04511052,5684509.12888151,471,7294,RUSSELL / SOUTHVALE,45.398701,-75.61896,Y, 
-8416865.61967053,5683884.67308387,472,640,SOUTHVALE / RUSSELL,45.394762,-75.609991, , 
-8416854.26507149,5684018.62812746,473,8364,SOUTHVALE / AD. 2630,45.395607,-75.609889,Y, 
-8416827.2144082,5684015.61604677,474,660,SOUTHVALE / BLACKSTONE,45.395588,-75.609646, , 
-8417045.40082893,5684348.84816992,475,7298,SOUTHVALE / AD. 2566,45.39769,-75.611606, ,Y
-8417008.44272107,5684347.10422894,476,641,SOUTHVALE / BARRYMORE,45.397679,-75.611274,Y, 
-8417392.71798764,5684568.10366485,477,7299,SOUTHVALE / ERINBROOK,45.399073,-75.614726, ,Y
-8417585.96881669,5684583.16511726,478,7300,SOUTHVALE / AD. 2450,45.399168,-75.616462,Y, 
-8417218.28017126,5684531.95683111,479,642,SOUTHVALE / DELRIDGE,45.398845,-75.613159,Y, 
-8417628.3815792,5684603.61661673,480,643,SOUTHVALE / ERINBROOK,45.399297,-75.616843, , 
-8417781.44598871,5684518.32381144,481,7301,SOUTHVALE / RUSSELL,45.398759,-75.618218, , 
-8417784.67389175,5686307.43095576,482,4044,OLD INNES / BANTREE,45.410043,-75.618247, , 
-8417870.16732512,5686296.96564275,483,4047,OLD INNES / BANTREE,45.409977,-75.619015, , 
-8417629.71701794,5686435.55478793,484,7318,OLD INNES / AD. 1260,45.410851,-75.616855, , 
-8417608.56630287,5686416.84342136,485,7312,OLD INNES / AD. 1260,45.410733,-75.616665, , 
-8416773.66962536,5686162.18149321,486,7313,SHEFFIELD / AD. 2464,45.409127,-75.609165, , 
-8416782.79781185,5686239.24483582,487,7319,SHEFFIELD / AD. 2473,45.409613,-75.609247, , 
-8416633.85226692,5685823.80815972,488,7314,SHEFFIELD / BANTREE,45.406993,-75.607909, , 
-8416631.84851368,5685876.60873933,489,7320,SHEFFIELD / BANTREE,45.407326,-75.607891, , 
-8416474.33130425,5685453.89546426,490,6594,2630 SHEFFIELD,45.40466,-75.606476, , 
-8416450.28627402,5685449.455939,491,6593,2625 SHEFFIELD,45.404632,-75.60626, , 
-8416339.8572711,5685139.96525633,492,6592,SHEFFIELD / HUMBER,45.40268,-75.605268, , 
-8416290.87666407,5685069.57026892,493,4045,SHEFFIELD / HUMBER,45.402236,-75.604828, , 
-8416162.52523883,5684722.83562569,494,7324,SHEFFIELD / AD. 2750,45.400049,-75.603675, , 
-8416173.10058852,5684794.3376249,495,7326,SHEFFIELD / AD. 2740,45.4005,-75.60377, , 
-8416087.71849164,5684540.83300669,496,7325,SHEFFIELD / AD. 2780,45.398901,-75.603003, , 
-8416062.33763083,5684529.10122639,497,7327,SHEFFIELD / AD. 2801,45.398827,-75.602775, , 
-8426888.94445716,5687791.45936985,498,7687,BANK / SLATER,45.419401,-75.700032, , 
-8426828.16399903,5687746.57707333,499,7688,BANK / SLATER,45.419118,-75.699486, , 
-8427189.72986909,5687854.7397323,500,7683,QUEEN / KENT,45.4198,-75.702734, , 
-8427172.80929783,5687853.15372351,501,1368,QUEEN / KENT,45.41979,-75.702582, , 
-8427573.22584234,5687557.53780658,502,7689,BAY / QUEEN,45.417926,-75.706179, , 
-8427419.49352349,5687577.99547856,503,3003,ALBERT / LYON (E),45.418055,-75.704798,Y, 
-8427673.41350134,5687428.12939706,504,3004,ALBERT / BAY,45.41711,-75.707079, , 
-8427663.06083035,5687289.20734101,505,3005,SLATER / BAY,45.416234,-75.706986, ,Y
-8427447.21205333,5687685.99645732,506,3051,LYON B,45.418736,-75.705047,Y, 
-8427398.12015741,5687607.96909417,507,3051,LYON A,45.418244,-75.704606,Y, 
-8427348.58290702,5687743.40683771,508,3051,LYON O-TRAIN WEST / OUEST,45.419098,-75.704161,Y, 
-8427477.37966185,5687662.52488464,509,3051,LYON O-TRAIN EAST / EST,45.418588,-75.705318,Y, 
