X,Y,FID,F560,Location,Latitude,Longitude,Shelter,Bench
-8436265.60552655,5675583.59398703,2821,2905,BASELINE / MCWATTERS,45.342373,-75.784264,Y, 
-8435861.40492681,5675826.54829158,2822,4569,BASELINE / ROCKWAY,45.343907,-75.780633,Y, 
-8435813.9828714,5675891.80211464,2823,4568,BASELINE / SOUTHWOOD,45.344319,-75.780207,Y, 
-8435526.89019256,5676060.16477096,2824,2920,BASELINE / AD. 2347,45.345382,-75.777628, , 
-8435395.86728319,5676098.96911838,2825,2907,BASELINE / AD. 2323,45.345627,-75.776451,Y,Y
-8435144.61942694,5676241.99341457,2826,4571,BASELINE / CENTREPOINTE,45.34653,-75.774194,Y, 
-8435162.65316929,5676280.64082647,2827,2918,BASELINE / COBDEN,45.346774,-75.774356,Y, 
-8434730.39990518,5676489.08422317,2828,4572,BASELINE / HIGHGATE,45.34809,-75.770473,Y,Y
-8434661.38185981,5676576.83509693,2829,4573,BASELINE / HIGHGATE,45.348644,-75.769853,Y,Y
-8434537.37202894,5676621.34410114,2830,2909,BASELINE / CENTREPOINTE,45.348925,-75.768739,Y,Y
-8435242.69181761,5676237.24209914,2831,2078,BASELINE / COBDEN,45.3465,-75.775075, , 
-8434912.18449649,5678232.70503354,2832,3015,QUEENSWAY 1A,45.359097,-75.772106, , 
-8434894.81867129,5678261.06315965,2833,3015,QUEENSWAY 2A,45.359276,-75.77195, , 
-8434905.28269582,5678254.5677389,2834,3015,QUEENSWAY STN OFF ONLY,45.359235,-75.772044, , 
-8434955.82171673,5678278.80710161,2835,3015,QUEENSWAY 3A,45.359388,-75.772498, , 
-8434898.38088062,5678181.21687716,2836,3015,QUEENSWAY 4A,45.358772,-75.771982, , 
-8434731.51306392,5677714.82639411,2837,3016,IRIS 1A,45.355828,-75.770483, , 
-8434709.36049999,5677689.79655983,2838,3016,IRIS 2A,45.35567,-75.770284, , 
-8434714.14723488,5677684.41043833,2839,3016,IRIS STN OFF ONLY,45.355636,-75.770327, , 
-8435820.66235389,5673701.45634669,2840,1682,CRAIG HENRY / ELVASTON,45.330488,-75.780267, ,Y
-8435917.84417109,5673634.00170906,2841,1675,CRAIG HENRY / GREENBANK,45.330062,-75.78114,Y,Y
-8435342.99087977,5674080.54213814,2842,4575,CRAIG HENRY / SHOREHAM,45.332882,-75.775976, ,Y
-8435364.69817401,5674032.24485391,2843,4576,CRAIG HENRY / SHOREHAM,45.332577,-75.776171,Y, 
-8435144.06315305,5674084.34175233,2844,1681,CRAIG HENRY / MARKHAM,45.332906,-75.774189, , 
-8435069.36785215,5674025.276133,2845,1676,CRAIG HENRY / MARKHAM,45.332533,-75.773518,Y, 
-8434879.34562439,5673990.75477392,2846,4577,CRAIG HENRY / CONOVER,45.332315,-75.771811, , 
-8434748.76787837,5674142.13893259,2847,4578,CRAIG HENRY / ALDRIDGE,45.333271,-75.770638, , 
-8434781.2732129,5674002.78903559,2848,4579,CRAIG HENRY / CONOVER,45.332391,-75.77093,Y,Y
-8434605.27713503,5674297.48432283,2849,1680,CRAIG HENRY / ALDRIDGE,45.334252,-75.769349, , 
-8434641.34462916,5674242.21836768,2850,1677,CRAIG HENRY / ALDRIDGE,45.333903,-75.769673,Y, 
-8434127.49420137,5674360.19160549,2851,4580,CRAIG HENRY / JACK AARON,45.334648,-75.765057, ,Y
-8434064.04213331,5674315.37638697,2852,4581,CRAIG HENRY / JACK AARON,45.334365,-75.764487,Y, 
-8433856.76537242,5674306.34929,2853,1679,CRAIG HENRY / BERTONA,45.334308,-75.762625, ,Y
-8433579.91394691,5674450.61195156,2854,4582,CRAIG HENRY / AD. 311,45.335219,-75.760138, , 
-8433814.35267595,5674283.07078957,2855,1678,CRAIG HENRY / BERTONA,45.334161,-75.762244,Y, 
-8433538.83708171,5674437.30966608,2856,4584,CRAIG HENRY / AD. 178,45.335135,-75.759769,Y, 
-8433249.62923192,5674226.69420617,2857,4585,CRAIG HENRY / WOODVALE,45.333805,-75.757171,Y,Y
-8433193.30160146,5674170.47822343,2858,4583,CRAIG HENRY / IVYLEA,45.33345,-75.756665,Y,Y
-8433061.05411293,5674032.55256827,2859,1666,KNOXDALE / CRAIG HENRY,45.332579,-75.755477, , 
-8432629.46858535,5673868.97556244,2860,1660,MAJESTIC / WOODROFFE,45.331546,-75.7516,Y, 
-8433194.4149054,5673583.47934309,2861,4587,MAJESTIC / COX,45.329743,-75.756675,Y, 
-8433124.72891613,5673591.396309,2862,4588,MAJESTIC / SHERRY LANE,45.329793,-75.756049, , 
-8433387.33157371,5673454.1141589,2863,1661,MAJESTIC / KELVIN,45.328926,-75.758408, , 
-8433378.98261984,5673437.01328374,2864,1663,MAJESTIC / KELVIN,45.328818,-75.758333, ,Y
-8433720.73337213,5673179.39732989,2865,4589,MAJESTIC / NEWHAVEN,45.327191,-75.761403,Y, 
-8433600.50820879,5673749.74304556,2866,6590,KNOXDALE / BERTONA,45.330793,-75.760323, , 
-8433696.68837409,5673173.53879918,2867,4591,MAJESTIC / NEWHAVEN,45.327154,-75.761187, ,Y
-8433674.98092629,5673683.3963572,2868,6591,KNOXDALE / BERTONA,45.330374,-75.760992, , 
-8433919.2158118,5673528.85346832,2869,4590,NEWHAVEN / KNOXDALE,45.329398,-75.763186, , 
-8433911.64607254,5673577.30642785,2870,6951,KNOXDALE / AURORA,45.329704,-75.763118, , 
-8431322.57933608,5665608.71547868,2871,689,LONGFIELD - DAVIDSON HEIGHTS H.S.,45.279357,-75.73986, , 
-8430753.73623222,5668431.02591919,2872,1343,FALLOWFIELD / FALLOWFIELD STATION,45.297194,-75.73475, , 
-8430655.4411146,5668462.8345232,2873,1344,FALLOWFIELD / FALLOWFIELD STATION,45.297395,-75.733867,Y, 
-8431879.06512815,5667821.6176916,2874,4599,BARRHAVEN CROSSING,45.293343,-75.744859, ,Y
-8431641.73193905,5667916.56298294,2875,4601,BARRHAVEN CROSSING,45.293943,-75.742727, ,Y
-8432358.74085581,5667536.15436008,2876,4600,FALLOWFIELD / HOLITMAN,45.291539,-75.749168, , 
-8432319.11111886,5667528.7171438,2877,4602,FALLOWFIELD / HOLITMAN,45.291492,-75.748812,Y, 
-8432798.11903457,5667289.62498995,2878,5791,FALLOWFIELD / WOLFGANG,45.289981,-75.753115, , 
-8432728.54433339,5667296.11243704,2879,973,FALLOWFIELD / WOLFGANG,45.290022,-75.75249,Y,Y
-8433129.51726029,5667057.81744959,2880,4603,FALLOWFIELD / GREENBANK,45.288516,-75.756092,Y,Y
-8432743.4611617,5667216.5216716,2881,965,WOLFGANG / FALLOWFIELD,45.289519,-75.752624, , 
-8432513.58642373,5666906.55123193,2882,4604,WOLFGANG / FOXFIELD,45.28756,-75.750559, , 
-8432521.82406035,5666939.6205414,2883,4606,WOLFGANG / FOXFIELD,45.287769,-75.750633, , 
-8432429.87422677,5666602.76229779,2884,4605,FOXFIELD / HOLITMAN,45.28564,-75.749807, , 
-8432406.71976218,5666648.17169777,2885,967,FOXFIELD / HOLITMAN,45.285927,-75.749599,Y, 
-8432539.41265342,5666413.05789904,2886,966,FOXFIELD / KNOLLSBROOK,45.284441,-75.750791, , 
-8432508.24319535,5666409.8935091,2887,4607,FOXFIELD / HENFIELD,45.284421,-75.750511,Y, 
-8432707.72774471,5666329.203353,2888,4609,FOXFIELD / FALK,45.283911,-75.752303, , 
-8432829.06600321,5666249.1466691,2889,4608,FOXFIELD / KADEER,45.283405,-75.753393, ,Y
-8430414.99119928,5667927.95340767,2890,1861,EARL MULLIGAN / WOODGATE,45.294015,-75.731707, , 
-8430372.46716814,5667927.47854062,2891,1862,EARL MULLIGAN / WOODPARK,45.294012,-75.731325,Y, 
-8430239.44039768,5668028.75480339,2892,4610,EARL MULLIGAN / WOODROFFE,45.294652,-75.73013, , 
-8430233.98574974,5668005.9674322,2893,4612,EARL MULLIGAN / WOODROFFE,45.294508,-75.730081, , 
-8429970.49273487,5667438.20032534,2894,6603,LONGFIELDS / WOODROFFE,45.29092,-75.727714, , 
-8430016.69030229,5667463.20169003,2895,6604,LONGFIELDS / WOODROFFE,45.291078,-75.728129, , 
-8430163.4093696,5667344.36788343,2896,6573,LONGFIELDS / SPRINGBEAUTY,45.290327,-75.729447, , 
-8430158.3999877,5667372.37527314,2897,6571,LONGFIELDS / SPRINGBEAUTY,45.290504,-75.729402, , 
-8430147.15656993,5668032.0776739,2898,3515,WOODROFFE / EARL MULLIGAN,45.294673,-75.729301, ,Y
-8430132.68503338,5668064.83456453,2899,1084,WOODROFFE / EARL MULLIGAN,45.29488,-75.729171, , 
-8430412.54200888,5668628.52661206,2900,4613,FALLOWFIELD / WOODROFFE,45.298442,-75.731685, , 
-8430356.88230731,5668519.80503982,2901,4611,WOODROFFE / FALLOWFIELD,45.297755,-75.731185, ,Y
-8430709.0972767,5667739.96245448,2902,4094,EARL MULLIGAN / MOUNTSHANNON,45.292827,-75.734349,Y, 
-8430721.67637418,5667761.32499275,2903,4093,EARL MULLIGAN / MOUNTSHANNON,45.292962,-75.734462, , 
-8431059.30874089,5665677.21710328,2904,3774,BERRIGAN / CLARIDGE,45.27979,-75.737495, , 
-8430834.33205049,5665752.04751659,2905,3324,BERRIGAN / PLUMAS,45.280263,-75.735474, , 
-8431073.22367728,5665700.15675945,2906,3775,BERRIGAN / CLARIDGE,45.279935,-75.73762, , 
-8430530.9864606,5665873.07483717,2907,3344,BERRIGAN / PALMADEO,45.281028,-75.732749, , 
-8430475.10409508,5665932.2445219,2908,726,BERRIGAN / WANSTEAD,45.281402,-75.732247, , 
-8430298.10616423,5666040.143008,2909,3779,BERRIGAN / BEATRICE,45.282084,-75.730657, , 
-8430340.85283473,5666168.76913388,2910,3773,BEATRICE / QUEENSBURY,45.282897,-75.731041, , 
-8429643.10249088,5666278.7260466,2911,4624,QUEENSBURY / GRENADIER,45.283592,-75.724773, , 
-8429929.86140649,5666264.48740628,2912,3790,QUEENSBURY / GRENADIER,45.283502,-75.727349, , 
-8429483.58169976,5666339.95500866,2913,3788,WOODROFFE / QUEENSBURY,45.283979,-75.72334,Y, 
-8429982.62683231,5666243.60322583,2914,4625,QUEENSBURY / GRENADIER,45.28337,-75.727823, , 
-8430295.8797754,5666128.4248738,2915,3345,BEATRICE / QUEENSBURY,45.282642,-75.730637,Y, 
-8430303.8947762,5666184.11569508,2916,3791,QUEENSBURY / BEATRICE,45.282994,-75.730709, , 
-8430536.88624068,5666893.88895246,2917,3664,BEATRICE / LETOURNEAU,45.28748,-75.732802, , 
-8430312.80025218,5666585.66983198,2918,4622,BEATRICE / CLARIDGE,45.285532,-75.730789,Y, 
-8430345.86214104,5666537.57106747,2919,4614,BEATRICE / BURNTWOOD,45.285228,-75.731086, , 
-8430516.84873446,5666913.66714008,2920,3663,BEATRICE / LETOURNEAU,45.287605,-75.732622, , 
-8430636.51713537,5667021.57833746,2921,4623,BEATRICE / LONGFIELDS,45.288287,-75.733697,Y, 
-8430629.17002808,5667111.76875696,2922,1075,LONGFIELDS / MOUNTSHANNON,45.288857,-75.733631,Y, 
-8430689.50520609,5667051.00892684,2923,6457,LONGFIELDS / BEATRICE,45.288473,-75.734173, , 
-8431057.41616542,5666866.67541748,2924,6427,LONGFIELDS / HOBBLEBUSH,45.287308,-75.737478, , 
-8431297.75499675,5666646.58727743,2925,4629,LONGFIELDS / MOUNTSHANNON,45.285917,-75.739637, , 
-8431028.25046052,5666859.5552123,2926,4627,LONGFIELDS / HOBBLEBUSH,45.287263,-75.737216, , 
-8431524.17885716,5666575.70489201,2927,1116,LONGFIELDS / MOUNTSHANNON,45.285469,-75.741671, , 
-8431417.75732155,5667017.94094191,2928,6470,MOUNTSHANNON / DAVENTRY,45.288264,-75.740715, , 
-8431327.69995115,5666597.38061819,2929,4628,LONGFIELDS / MOTHER TERESA H.S.,45.285606,-75.739906, ,Y
-8431358.98060001,5667149.4292153,2930,6467,MOUNTSHANNON / DAVENTRY,45.289095,-75.740187, , 
-8431173.85623463,5667375.54271805,2931,4630,MOUNTSHANNON / BONITA,45.290524,-75.738524, , 
-8430994.85442077,5667689.95925135,2932,1083,MOUNTSHANNON / ORISKA,45.292511,-75.736916, , 
-8431157.15829467,5667446.11544586,2933,4632,MOUNTSHANNON / SUTCLIFFE,45.29097,-75.738374, , 
-8431338.49764722,5667867.50685094,2934,1346,ORISKA / SUTCLIFFE,45.293633,-75.740003, , 
-8430753.51376297,5667698.97833782,2935,1280,MOUNTSHANNON / EARL MULLIGAN,45.292568,-75.734748, , 
-8431327.03174809,5667831.26927327,2936,6574,ORISKA / SUTCLIFFE,45.293404,-75.7399, , 
-8430705.98039172,5667477.91977536,2937,1282,MOUNTSHANNON / WOODFORD,45.291171,-75.734321, , 
-8430817.1885075,5667716.70137715,2938,1086,MOUNTSHANNON / EARL MULLIGAN,45.29268,-75.73532, , 
-8430755.62891944,5667327.43863547,2939,1281,MOUNTSHANNON / ST LUKE SCHOOL,45.29022,-75.734767, , 
-8431008.99199373,5667700.08663481,2940,4633,MOUNTSHANNON / MONTANA,45.292575,-75.737043,Y, 
-8430703.08617401,5667093.8890013,2941,1283,MOUNTSHANNON / LONGFIELDS,45.288744,-75.734295, , 
-8431710.08248232,5665344.20467317,2942,1044,BERRIGAN / COLINDALE,45.277685,-75.743341,Y, 
-8432044.82018991,5665049.32832409,2943,2884,BERRIGAN / EDGEWARE,45.275821,-75.746348,Y, 
-8432292.84001479,5664944.60542351,2944,4634,BERRIGAN / GREENBANK,45.275159,-75.748576, ,Y
-8431701.06560354,5665330.28321701,2945,1045,BERRIGAN / COLINDALE,45.277597,-75.74326, , 
-8431920.14236054,5665108.8089603,2946,2885,BERRIGAN / EDGEWARE,45.276197,-75.745228, , 
-8432292.72869526,5664928.62811438,2947,4635,BERRIGAN / GREENBANK,45.275058,-75.748575,Y, 
-8431472.97196749,5665439.12378151,2948,3665,BERRIGAN / LONGFIELDS,45.278285,-75.741211, , 
-8431486.99822335,5665453.52001688,2949,3667,BERRIGAN / LONGFIELDS,45.278376,-75.741337,Y, 
-8429505.06632355,5666472.54096578,2950,2888,WOODROFFE / RIDEAUCREST,45.284817,-75.723533,Y, 
-8429696.09039182,5666964.13904749,2951,2889,WOODROFFE / STONEWAY,45.287924,-75.725249,Y, 
-8431123.09480665,5664771.06952817,2952,3321,STRANDHERD / LONGFIELDS,45.274062,-75.738068,Y, 
-8429876.6504483,5667383.13430514,2953,1094,WOODROFFE / LONGFIELDS,45.290572,-75.726871,Y, 
-8430655.77558563,5665042.365759,2954,3322,STRANDHERD / CLARIDGE,45.275777,-75.73387, ,Y
-8430534.43736152,5665055.81195526,2955,3323,STRANDHERD / CLARIDGE,45.275862,-75.73278,Y,Y
-8429832.90216513,5664985.09856289,2956,1095,STRANDHERD / BEATRICE,45.275415,-75.726478, ,Y
-8429840.13792955,5664963.74270373,2957,1098,STRANDHERD / BEATRICE,45.27528,-75.726543, , 
-8429623.95538938,5666949.26552118,2958,2890,STONEWAY / WITTINGHAM,45.28783,-75.724601, ,Y
-8430194.57906988,5665061.66444253,2959,299,STRANDHERD / HIGHPOINTE PATH,45.275899,-75.729727, , 
-8430241.44455989,5665092.51226297,2960,298,STRANDHERD / APPLEDALE PATH,45.276094,-75.730148, , 
-8428985.87226104,5667038.34569412,2961,2891,STONEWAY / LOCHELAND,45.288393,-75.718869, ,Y
-8428566.53189765,5666960.33817805,2962,2892,STONEWAY / REDPATH,45.2879,-75.715102,Y,Y
-8428562.19050402,5666679.80655222,2963,2893,STONEWAY / RIDEAUCREST,45.286127,-75.715063,Y, 
-8428611.05982591,5666327.13728692,2964,2894,STONEWAY / ASTORIA,45.283898,-75.715502, , 
-8429213.07545008,5665841.74680595,2965,3780,STONEWAY / WOODROFFE,45.28083,-75.72091,Y, 
-8429007.80237807,5665960.08588221,2966,3792,STONEWAY / WINDHURST,45.281578,-75.719066, , 
-8428799.52368077,5666061.3397291,2967,3782,STONEWAY / LEWISTON,45.282218,-75.717195, , 
-8428787.83513822,5666088.23557742,2968,2895,STONEWAY / LEWISTON,45.282388,-75.71709, , 
-8428595.80907071,5666284.26091776,2969,3783,STONEWAY / ASTORIA,45.283627,-75.715365,Y, 
-8428551.39253159,5666616.9926846,2970,3784,STONEWAY / RIDEAUCREST,45.28573,-75.714966, , 
-8428530.3530922,5666887.2375892,2971,3785,STONEWAY / REDPATH,45.287438,-75.714777, , 
-8428924.20126936,5667100.52938997,2972,3786,STONEWAY / FOREST GATE,45.288786,-75.718315, , 
-8429526.6621697,5667023.79030054,2973,3787,STONEWAY / WITTINGHAM,45.288301,-75.723727,Y, 
-8429910.71416766,5667527.28705345,2974,1108,WOODROFFE / LONGFIELDS,45.291483,-75.727177,Y, 
-8429994.42636157,5667678.87954711,2975,1126,WOODROFFE / LONGFIELDS,45.292441,-75.727929, , 
-8429692.63950725,5666884.393021,2976,1140,WOODROFFE / CLARIDGE,45.28742,-75.725218,Y, 
-8429520.0944712,5666380.1420271,2977,3789,QUEENSBURY / WOODROFFE,45.284233,-75.723668, , 
-8429239.79211861,5665718.18810908,2978,3516,WOODROFFE / DEER FOX,45.280049,-75.72115, , 
-8429265.39559329,5665859.46612312,2979,1100,WOODROFFE / STONEWAY,45.280942,-75.72138,Y, 
-8429063.12814489,5665356.38071973,2980,1102,WOODROFFE / HERITAGE GLEN,45.277762,-75.719563,Y, 
-8428968.39528926,5665103.74124843,2981,1266,WOODROFFE / STRANDHERD,45.276165,-75.718712, ,Y
-8429080.27134069,5665339.45355029,2982,3517,WOODROFFE / HERITAGE GLEN,45.277655,-75.719717, ,Y
-8429782.02917518,5665108.48894623,2983,1105,BEATRICE / HERITAGE GLEN,45.276195,-75.726021,Y, 
-8429923.62752095,5665437.222415,2984,1106,BEATRICE / DEER FOX,45.278273,-75.727293,Y, 
-8429778.80091076,5665004.55607627,2985,3770,BEATRICE / STRANDHERD,45.275538,-75.725992, , 
-8429942.21786964,5665420.29508952,2986,3771,BEATRICE / DEER FOX,45.278166,-75.72746, , 
-8430194.24511377,5665921.01108811,2987,1107,BEATRICE / CALAVARAS,45.281331,-75.729724,Y,Y
-8430097.17454967,5665685.12532055,2988,3772,BEATRICE / GLEESON,45.27984,-75.728852, , 
-8428627.86907878,5664297.3036121,2989,3764,CRESTHAVEN / WOODROFFE,45.271067,-75.715653,Y, 
-8428622.4144255,5664278.63839967,2990,3353,CRESTHAVEN / WOODROFFE,45.270949,-75.715604, , 
-8427717.3872434,5666146.13761801,2991,3767,CRESTHAVEN / BAYPOINTE,45.282754,-75.707474, , 
-8427748.55661819,5666586.29506492,2992,6779,CRESTHAVEN / CRESTWAY,45.285536,-75.707754, , 
-8427735.64363917,5666161.95891645,2993,3766,CRESTHAVEN / BAYPOINTE,45.282854,-75.707638,Y, 
-8427782.28650623,5665896.16597456,2994,3768,CRESTHAVEN / WATERBRIDGE,45.281174,-75.708057, , 
-8428328.64238765,5664290.02656198,2995,3347,CRESTHAVEN / GROVEMONT,45.271021,-75.712965, , 
-8428339.66301361,5664312.96267157,2996,3350,CRESTHAVEN / GROVEMONT,45.271166,-75.713064,Y, 
-8427728.51910661,5666600.37658829,2997,6797,CRESTHAVEN / CRESTWAY,45.285625,-75.707574,Y, 
-8427831.60102864,5664685.48306466,2998,3351,CRESTHAVEN / BARNSTONE,45.273521,-75.7085, , 
-8427906.2963816,5664547.07105474,2999,3348,CRESTHAVEN / STRANDHERD,45.272646,-75.709171,Y, 
-8428114.79771995,5665261.61777718,3000,3760,CRESTHAVEN / GROVEHURST,45.277163,-75.711044,Y, 
-8402422.01876234,5692289.34383917,3001,1892,TENTH LINE / SOUTHFIELD,45.447755,-75.480242, , 
-8403259.69790488,5694341.23962697,3002,2059,TENTH LINE / INNES,45.460685,-75.487767, , 
-8401961.48968857,5694723.26398205,3003,1360,ESPRIT / DU PLATEAU,45.463092,-75.476105,Y, 
-8401945.68231416,5694741.51651053,3004,1361,ESPRIT / SCALA,45.463207,-75.475963,Y, 
-8401978.63298095,5694276.32655373,3005,1373,ESPRIT / CHARDONNAY,45.460276,-75.476259, , 
-8401959.8199813,5694297.59365848,3006,1362,ESPRIT / CHARDONNAY,45.46041,-75.47609,Y, 
-8401569.53382114,5693166.69721474,3007,5905,ESPRIT / BRIAN COBURN,45.453284,-75.472584, , 
-8401396.87723307,5692964.36968327,3008,1865,ESPRIT / CORBRIDGE,45.452009,-75.471033, , 
-8401297.02361655,5692918.98543759,3009,1991,ESPRIT / VISTA PARK,45.451723,-75.470136, , 
-8401133.04995171,5692745.22634568,3010,1857,ESPRIT / STORMWIND,45.450628,-75.468663, , 
-8401111.78792194,5692753.79519264,3011,1856,ESPRIT / STORMWIND,45.450682,-75.468472,Y, 
-8401012.49090226,5692405.49357399,3012,1863,ESPRIT / ASHENVALE,45.448487,-75.46758,Y, 
-8401035.20008592,5692404.06549687,3013,1864,ESPRIT / HARVEST VALLEY,45.448478,-75.467784, , 
-8399526.48646489,5695887.21436731,3014,1290,TRIM / INNES,45.470425,-75.454231, , 
-8399368.74674479,5695532.2826944,3015,9072,TRIM / SALZBURG,45.468189,-75.452814,Y, 
-8399439.76858767,5695654.66587259,3016,9073,TRIM / SALZBURG,45.46896,-75.453452, , 
-8399170.26404474,5695141.33443511,3017,9075,MILLENNIUM / TRIM,45.465726,-75.451031, , 
-8399142.10020417,5695123.71596881,3018,1090,MILLENNIUM / TRIM,45.465615,-75.450778, , 
-8399056.27284711,5694683.107161,3019,1207,TRIM / MONTMERE,45.462839,-75.450007, , 
-8399042.80318624,5694711.35879492,3020,1208,TRIM / MONTMERE,45.463017,-75.449886, , 
-8398898.31047412,5694339.65045836,3021,1211,TRIM / PINNACLE,45.460675,-75.448588, , 
-8398877.71637128,5694224.74461216,3022,1209,TRIM / PINNACLE,45.459951,-75.448403, , 
-8398791.44377441,5694006.84017954,3023,1213,TRIM / BRIAN COBURN,45.458578,-75.447628, , 
-8399323.55103287,5694542.32656682,3024,709,MONTMERE / LINARIA,45.461952,-75.452408, , 
-8399295.05323374,5694532.48627014,3025,710,MONTMERE / LINARIA,45.46189,-75.452152, , 
-8399584.70664434,5694301.87770686,3026,711,MONTMERE / PLAINHILL,45.460437,-75.454754, , 
-8399557.87863814,5694297.59252337,3027,712,MONTMERE / PLAINHILL,45.46041,-75.454513, , 
-8399437.98750557,5693850.35884608,3028,1220,MONTMERE / BRIAN COBURN,45.457592,-75.453436, , 
-8398862.79956981,5693770.53176745,3029,1317,BRIAN COBURN / TRIM,45.457089,-75.448269, , 
-8399479.73232831,5693787.03694674,3030,6923,BRIAN COBURN / MONTMERE,45.457193,-75.453811,Y, 
-8399372.64294256,5693767.51669564,3031,1215,BRIAN COBURN / MONTMERE,45.45707,-75.452849, , 
-8399778.402621,5693689.59521047,3032,6922,BRIAN COBURN / PROVENCE,45.456579,-75.456494, , 
-8399785.30443178,5693711.1783394,3033,6921,BRIAN COBURN / PROVENCE,45.456715,-75.456556,Y, 
-8400138.85525151,5693557.24112416,3034,6920,BRIAN COBURN / NANTES,45.455745,-75.459732, , 
-8400245.72199811,5693542.95843009,3035,6919,BRIAN COBURN / NANTES,45.455655,-75.460692,Y, 
-8402052.10397067,5691929.47740205,3036,5919,HARVEST VALLEY / SPARKMAN,45.445487,-75.476919, , 
-8401823.56498047,5692029.59736316,3037,1774,HARVEST VALLEY / LAKERIDGE,45.446118,-75.474866, , 
-8401814.21414008,5692008.65297273,3038,1786,HARVEST VALLEY / LAKERIDGE,45.445986,-75.474782, , 
-8402042.86444982,5691911.54793144,3039,5918,HARVEST VALLEY / SPARKMAN,45.445374,-75.476836, , 
-8401417.13738512,5692208.89581458,3040,1852,HARVEST VALLEY / GLASTONBURY,45.447248,-75.471215, , 
-8401317.28376877,5692227.30184913,3041,1853,HARVEST VALLEY / GLASTONBURY,45.447364,-75.470318, , 
-8400671.07391278,5693210.97131773,3042,1259,PORTOBELLO / BRIAN COBURN,45.453563,-75.464513, , 
-8400546.50736045,5692921.04799347,3043,1257,PORTOBELLO / STORMWIND,45.451736,-75.463394, , 
-8400525.35665021,5692929.61701224,3044,1258,PORTOBELLO / SUMMER DAYS,45.45179,-75.463204, , 
-8400385.53932226,5692517.36086742,3045,1246,PORTOBELLO / SUMMER SKY,45.449192,-75.461948, , 
-8400404.2410032,5692623.20001071,3046,1247,PORTOBELLO / SUMMER SKY,45.449859,-75.462116,Y, 
-8398872.15035911,5695078.79687932,3047,3076,MILLENNIUM A,45.465332,-75.448353, , 
-8398845.21103507,5695074.19387617,3048,3076,MILLENNIUM B,45.465303,-75.448111, , 
-8406301.17042911,5689524.71329005,3049,2250,NAVAN / RENAUD,45.430329,-75.515089, , 
-8405815.3719642,5689327.38512691,3050,2251,NAVAN / GLENLIVET,45.429085,-75.510725, , 
-8405804.12868877,5689347.21288164,3051,2252,NAVAN / GLENLIVET,45.42921,-75.510624, , 
-8405142.77933166,5689095.00655622,3052,2253,NAVAN / AD. 3342,45.42762,-75.504683, , 
-8405105.59860945,5689114.51654363,3053,2254,NAVAN / AD. 3349,45.427743,-75.504349, , 
-8404382.68959597,5689016.9664316,3054,2255,NAVAN / AD. 3516,45.427128,-75.497855, , 
-8404454.71333052,5689053.60695409,3055,2256,NAVAN / AD. 3509,45.427359,-75.498502, , 
-8404181.31257014,5688965.89192562,3056,2257,NAVAN / AD. 3548,45.426806,-75.496046, , 
-8404173.96548135,5688981.59486862,3057,2258,NAVAN / AD. 3573,45.426905,-75.49598, , 
-8403664.45600258,5688886.74269487,3058,2259,NAVAN / AD. 3554,45.426307,-75.491403, , 
-8403641.5241799,5688902.12826633,3059,2260,NAVAN / AD. 3659,45.426404,-75.491197, , 
-8403275.83953096,5688796.1742833,3060,2261,NAVAN / MER BLEUE,45.425736,-75.487912, , 
-8403104.85273608,5688701.16581399,3061,1048,NAVAN / MER BLEUE,45.425137,-75.486376, , 
-8403237.65693293,5688793.95368889,3062,2262,NAVAN / MER BLEUE,45.425722,-75.487569, , 
-8402923.84718373,5688613.29575846,3063,2263,NAVAN / DIAMOND,45.424583,-75.48475, , 
-8402575.52838107,5688490.3742336,3064,1038,NAVAN / AD. 3842,45.423808,-75.481621, , 
-8402915.05294108,5688631.69444974,3065,2264,NAVAN / DIAMOND,45.424699,-75.484671, , 
-8401971.39730386,5688448.50176828,3066,1036,NAVAN / AD. 3982,45.423544,-75.476194, , 
-8402274.29773896,5688485.14005814,3067,2142,NAVAN / AD. 3906,45.423775,-75.478915, , 
-8402573.85858819,5688504.64888439,3068,1037,NAVAN / AD. 3827,45.423898,-75.481606, , 
-8401642.55941864,5688358.57225187,3069,1034,NAVAN / AD. 4032,45.422977,-75.47324, , 
-8402253.0357092,5688500.20772773,3070,1035,NAVAN / AD. 3915,45.42387,-75.478724, , 
-8401985.98016204,5688469.59644744,3071,2140,NAVAN / AD. 3955,45.423677,-75.476325, , 
-8401173.1249698,5688244.06011218,3072,1032,NAVAN / AD. 4118,45.422255,-75.469023, , 
-8401637.99531805,5688379.98392044,3073,1033,NAVAN / AD. 4019,45.423112,-75.473199, , 
-8400818.5722737,5688161.1110638,3074,2265,NAVAN / TENTH LINE,45.421732,-75.465838, , 
-8401157.3175969,5688259.60318774,3075,1031,NAVAN / AD. 4125,45.422353,-75.468881, , 
-8400216.89022621,5688164.75843548,3076,1028,NAVAN / AD. 4296,45.421755,-75.460433, , 
-8400740.42596521,5688161.42820692,3077,2266,NAVAN / TENTH LINE,45.421734,-75.465136, , 
-8399715.06188452,5688142.39545211,3078,1026,NAVAN / AD. 4388,45.421614,-75.455925, , 
-8400232.3636406,5688177.7637639,3079,1027,NAVAN / AD. 4243,45.421837,-75.460572, , 
-8399463.92511349,5688090.69165149,3080,1024,NAVAN / CANARY,45.421288,-75.453669, , 
