OBJECTID,FACILITY_TYPE,LENGTH_M,COORDINATES
58085,"Suggested Route",26,45.35102640793762,-75.35027499700742
58086,"Suggested Route",47,45.269999163458785,-75.75453887819577
58087,"Suggested Route",80,45.2198791913907,-75.6980105518878
58088,"Suggested Route",89,45.31250574908891,-75.89377496245692
58089,"Suggested Route",688,45.24541991140754,-75.59355074779478
58090,"Bike Lane",175,45.43280182889625,-75.69935856020989
58091,"Bike Lane",20,45.43863804235498,-75.69647658421707
58092,"Bike Lane",267,45.42416513335301,-75.63805281355792
58093,"Bike Lane",287,45.2717794688273,-75.72598658535514
58094,"Bike Lane",122,45.42294842984416,-75.64232884820923
58095,"Bike Lane",113,45.42521313658947,-75.67268080702544
58096,"Bike Lane",113,45.42557574015882,-75.67180653694655
58097,"Bike Lane",238,45.27135255862798,-75.7274971968285
58098,"Bike Lane",117,45.429269106738786,-75.696568463006
58099,"Unknown",159,45.42116037879504,-75.42682490519758
58100,"Bike Lane",180,45.402261198038076,-75.62145163090041
58101,"Paved Shoulder",105,45.333050996398235,-75.59447121733044
58102,"Suggested Route",408,45.257206379112596,-75.59442074009631
58103,"Suggested Route",130,45.45865489360773,-75.52168110445571
58104,"Suggested Route",120,45.34829938132202,-75.64794670448529
58105,"Suggested Route",144,45.311867982905234,-75.89454565588527
58106,"Paved Shoulder",1871,45.219309851635195,-75.51273036732154
58107,"Suggested Route",273,45.28740929747113,-75.86909444532176
58108,"Suggested Route",99,45.282048152758016,-75.85817882496328
58109,"Suggested Route",68,45.35325865038982,-75.62780912135383
58110,"Suggested Route",107,45.28114797203599,-75.86133740660513
58111,"Bike Lane",311,45.270311080904705,-75.7304501352372
58112,"Bike Lane",331,45.26878585908631,-75.73469865538969
58113,"Bike Lane",241,45.424196396573294,-75.68561432378645
58114,"Paved Shoulder",590,45.38220365886555,-75.770143424063
58115,"Bike Lane",228,45.26999379793923,-75.73136108622411
58116,"Cycle Track",64,45.27041400692578,-75.89177919425482
58117,"Bike Lane",223,45.44787225407728,-75.6506933573654
58118,"Bike Lane",119,45.432403636902215,-75.69927453449316
58119,"Bike Lane",114,45.430502809941444,-75.697691100193
58120,"Suggested Route",229,45.26243734078119,-75.91822591242627
58121,"Suggested Route",120,45.31493374883404,-75.81996577197779
58122,"Suggested Route",187,45.2767566469167,-75.85177643671194
58123,"Suggested Route",340,45.51155369514164,-76.1427482653574
58124,"Suggested Route",110,45.27653241697477,-75.74064691202724
58125,"Suggested Route",243,45.34176096900869,-75.80459895177579
58126,"Suggested Route",186,45.28925841063841,-75.8443036249512
58127,"Suggested Route",104,45.26745950148033,-75.72534239897332
58128,"Suggested Route",1444,45.48508711702779,-76.0304054491005
58129,"Cycle Track",65,45.270466221551246,-75.89183608366343
58130,"Paved Shoulder",237,45.35142185053873,-75.8002703629854
58131,"Cycle Track",81,45.27061926856764,-75.89237050849397
58132,"Cycle Track",61,45.27011102623867,-75.89256275784622
58133,"Cycle Track",82,45.27057526760059,-75.89244672066435
58134,"Cycle Track",62,45.27017789306926,-75.89261428521094
58135,"Bike Lane",126,45.44026842386251,-75.67524741955633
58136,"Suggested Route",109,45.50920036643349,-76.17728139493431
58137,"Suggested Route",97,45.28083540242439,-75.75754535709373
58138,"Suggested Route",220,45.26465272393338,-75.7626879174479
58139,"Suggested Route",235,45.25421636802865,-75.55673231401654
58140,"Suggested Route",690,45.3489004463376,-75.63328886165496
58141,"Suggested Route",118,45.348190590134756,-75.9350482396455
58142,"Suggested Route",1364,45.501051260642036,-76.09143829745062
58143,"Cycle Track",86,45.26996071466682,-75.89201694776781
58144,"Cycle Track",89,45.26999373155776,-75.89193926864856
58145,"Bike Lane",79,45.44095358343423,-75.6741764723291
58146,"Cycle Track",558,45.272584704499415,-75.89380419812785
58147,"Cycle Track",156,45.270299783471934,-75.89242822525095
58148,"Paved Shoulder",109,45.253033089435014,-75.72543558301437
58149,"Bike Lane",67,45.40821655571539,-75.68748241443723
58150,"Paved Shoulder",612,45.2722900150483,-75.89876880941075
58151,"Paved Shoulder",598,45.2582841821132,-75.8989466812269
58152,"Bike Lane",189,45.43692306596125,-75.66236186025509
58153,"Bike Lane",108,45.4368350612554,-75.6635837172635
58154,"Bike Lane",102,45.43675921449494,-75.66454918251344
58155,"Bike Lane",965,45.28305953387539,-75.74496447040426
58156,"Bike Lane",94,45.43668783804031,-75.6654577269137
58157,"Bike Lane",10,45.436640012474804,-75.66630201482168
58158,"Suggested Route",332,45.5088756817621,-75.32507912088535
58159,"Suggested Route",71,45.29283765976269,-75.88098033871358
58160,"Suggested Route",162,45.328912351341245,-75.75834624110215
58161,"Suggested Route",118,45.47435252767494,-75.46849177563462
58162,"Suggested Route",124,45.24986117161718,-75.91203547088644
58163,"Suggested Route",220,45.350508953773726,-75.66444061392482
58164,"Suggested Route",117,45.422444243096024,-75.67928933887156
58165,"Bike Lane",44,45.4411752876129,-75.67372584594155
58166,"Bike Lane",116,45.42448761920184,-75.67439098732402
58167,"Cycle Track",330,45.268705590738335,-75.73428280817669
58168,"Cycle Track",540,45.26965656260688,-75.73157709062575
58169,"Cycle Track",238,45.27126192029853,-75.72695421913815
58170,"Bike Lane",10,45.44018892216043,-75.67545309512883
58171,"Bike Lane",216,45.388804905407945,-75.68714699608655
58172,"Bike Lane",194,45.40392171746473,-75.68200035558436
58173,"Paved Shoulder",919,45.261085849991446,-75.74081615911832
58174,"Paved Shoulder",453,45.25891088265093,-75.73953574722476
58175,"Bike Lane",37,45.43655777436863,-75.6673640929821
58176,"Bike Lane",29,45.423408349575574,-75.69132787399647
58177,"Bike Lane",44,45.436530282426325,-75.66769355729907
58178,"Bike Lane",109,45.43663166795838,-75.66639160829655
58179,"Bike Lane",35,45.423597938006154,-75.69090121106743
58180,"Bike Lane",21,45.42347989540462,-75.6911668635582
58181,"Suggested Route",123,45.32204142268098,-75.82124559637319
58182,"Suggested Route",122,45.27053964133283,-75.7156489724915
58183,"Suggested Route",1209,45.43987965914618,-75.99084872485913
58184,"Suggested Route",140,45.26651550501247,-75.71541131419993
58185,"Suggested Route",289,45.14494023702264,-75.60882773377344
58186,"Suggested Route",183,45.27891790792926,-75.86966432935151
58187,"Suggested Route",228,45.46736336004147,-75.51933085834754
58188,"Suggested Route",438,45.45456395969249,-75.47343114066479
58189,"Suggested Route",279,45.34835302681592,-75.64910721284802
58190,"Suggested Route",192,45.282223768778536,-75.85421255547305
58191,"Bike Lane",120,45.44143205660341,-75.67314687904602
58192,"Bike Lane",104,45.440126768910844,-75.67556904158087
58193,"Bike Lane",129,45.271726562534994,-75.74370588038555
58194,"Bike Lane",158,45.442015711026286,-75.67173225076414
58195,"Bike Lane",280,45.27116849512445,-75.74488579505336
58196,"Bike Lane",316,45.272374759205086,-75.74241836910626
58197,"Suggested Route",135,45.4232492399167,-75.67736089311181
58198,"Suggested Route",64,45.27571389788209,-75.74638292550922
58199,"Bike Lane",136,45.42410709024406,-75.67527826770316
58200,"Suggested Route",115,45.422833892094424,-75.67841475887388
58201,"Paved Shoulder",2824,45.07795101944397,-75.64900268398324
58202,"Paved Shoulder",2813,45.18111240162196,-75.75254448800932
58203,"Paved Shoulder",310,45.15511990113091,-75.64917755632464
58204,"Paved Shoulder",145,45.155528853974076,-75.64944821332986
58205,"Suggested Route",1098,45.17119346722149,-76.05014911199672
58206,"Paved Shoulder",2944,45.16914047816849,-75.76313292577166
58207,"Paved Shoulder",6,45.17420525256921,-75.76956372953207
58208,"Paved Shoulder",62,45.174493679359244,-75.76994691669628
58209,"Paved Shoulder",71,45.17424172894316,-75.76995013625827
58210,"Suggested Route",537,45.200822283329224,-75.82898821173963
58211,"Suggested Route",116,45.483436712227615,-75.47729347866989
58212,"Suggested Route",309,45.46893724526869,-75.47317390179496
58213,"Suggested Route",416,45.24178291830759,-75.70190584099585
58214,"Suggested Route",18,45.44757593511656,-75.58686196585109
58215,"Suggested Route",86,45.325595014631226,-75.78711745158087
58216,"Suggested Route",139,45.26141775600252,-75.92837916673912
58217,"Suggested Route",690,45.33940146801631,-75.98709335374649
58218,"Suggested Route",52,45.225299353009575,-75.6844233571457
58219,"Suggested Route",67,45.28941594148832,-75.87398037047402
58220,"Bike Lane",133,45.42351457312008,-75.6767181134917
58221,"Suggested Route",26,45.27580563597832,-75.74610664415204
58222,"Bike Lane",114,45.40858402424229,-75.6877812165586
58223,"Suggested Route",48,45.275907837086095,-75.74585202926116
58224,"Bike Lane",109,45.42485052501669,-75.67355506901953
58225,"Bike Lane",572,45.2777010407021,-75.75062072157387
58226,"Paved Shoulder",272,45.36698614288065,-75.7139468410979
58227,"Suggested Route",1962,45.49738082837268,-75.44155157065677
58228,"Suggested Route",112,45.277151342586286,-75.73488106818958
58229,"Suggested Route",129,45.32561558345329,-75.78321366351193
58230,"Suggested Route",155,45.25967765543033,-75.91704362620612
58231,"Suggested Route",555,45.31317347832456,-75.90469919406571
58232,"Suggested Route",51,45.292743801203194,-75.86551648698617
58233,"Bike Lane",379,45.33758304141087,-75.75407585954889
58234,"Bike Lane",63,45.40693923661961,-75.71902664604463
58236,"Bike Lane",171,45.28728114518691,-75.73720074732358
58237,"Paved Shoulder",226,45.36812443986601,-75.7145949126933
58238,"Bike Lane",64,45.364655753003085,-75.73117409471119
58239,"Bike Lane",72,45.36575238063385,-75.73099328540407
58240,"Paved Shoulder",17,45.317395576954695,-75.71418640741112
58241,"Suggested Route",119,45.22467411519251,-75.68342680300043
58242,"Suggested Route",26,45.22467411519251,-75.68342680300043
58243,"Paved Shoulder",3,45.313093620851596,-75.80149847047157
58244,"Paved Shoulder",25,45.313085668705845,-75.80152034265211
58245,"Suggested Route",286,45.226651777021225,-75.68604675300128
58246,"Suggested Route",17,45.227746005172534,-75.68427374453177
58247,"Suggested Route",557,45.270843677394275,-76.00690463103749
58248,"Suggested Route",126,45.273207576809675,-75.91092770800394
58249,"Suggested Route",94,45.28326996298335,-75.75414834999904
58250,"Suggested Route",44,45.34193477739336,-75.80282446737424
58251,"Suggested Route",167,45.28325677385612,-75.8644828405045
58252,"Suggested Route",223,45.26663685702298,-75.56313860634612
58253,"Suggested Route",58,45.31390448117054,-75.83158423241795
58254,"Suggested Route",339,45.344653621199505,-76.0216152462975
58255,"Bike Lane",8,45.445748307818235,-75.64944685867043
58256,"Bike Lane",290,45.42178821919591,-75.64386474635953
58257,"Unknown",560,45.395128577649714,-75.60098220201816
58258,"Suggested Route",100,45.23450063543569,-75.68882580631707
58259,"Paved Shoulder",18,45.31300868482725,-75.80171331335154
58260,"Suggested Route",290,45.243641063966436,-75.59505669880845
58261,"Paved Shoulder",153,45.24773990026336,-75.91251597793529
58262,"Suggested Route",46,45.247992159015965,-75.88558257769571
58263,"Suggested Route",32,45.22775645696144,-75.68447735038585
58264,"Paved Shoulder",250,45.33196229834233,-75.80895538654336
58265,"Paved Shoulder",878,45.32758478099773,-75.80642652661061
58266,"Suggested Route",118,45.22938831635955,-75.68113014589053
58267,"Suggested Route",196,45.22950962308164,-75.6803360306878
58268,"Paved Shoulder",267,45.32524608878861,-75.7147029342079
58269,"Paved Shoulder",851,45.20706163448239,-75.81656803275617
58270,"Suggested Route",202,45.2958372633121,-75.88821516968758
58271,"Paved Shoulder",932,45.20328655299539,-75.82488727939842
58272,"Paved Shoulder",466,45.326255869647476,-75.71236724979049
58273,"Paved Shoulder",285,45.32619394027775,-75.71252118869084
58274,"Paved Shoulder",118,45.42624356642587,-75.42959116650373
58275,"Suggested Route",35,45.24802212952705,-75.88581108395117
58276,"Suggested Route",33,45.24808735713883,-75.88569935329276
58277,"Paved Shoulder",477,45.24908835931809,-75.71464491561694
58278,"Paved Shoulder",399,45.250307520355086,-75.71833733638775
58279,"Suggested Route",107,45.250293552009715,-75.70127050212126
58280,"Unknown",129,45.25029745280032,-75.70295740707081
58281,"Unknown",59,45.250544816638936,-75.7015403138118
58282,"Suggested Route",532,45.25082317548074,-75.69881080797383
58284,"Bike Lane",251,45.29645079098105,-75.88851457188356
58285,"Paved Shoulder",185,45.330361401201266,-75.70358407989785
58286,"Paved Shoulder",921,45.26233257930124,-75.82708011282104
58287,"Paved Shoulder",337,45.32886919260278,-75.70639885112763
58288,"Paved Shoulder",1980,45.42769644438326,-75.50671428518508
58289,"Paved Shoulder",293,45.32398412620306,-75.71739664577505
58290,"Paved Shoulder",360,45.330073915212374,-75.70365189731191
58291,"Bike Lane",150,45.33407663440628,-75.69314657078134
58292,"Bike Lane",116,45.42986928360297,-75.69717609963385
58293,"Bike Lane",430,45.33669255050519,-75.75362586827023
58294,"Cycle Track",75,45.26807672925762,-75.88988752642109
58295,"Suggested Route",371,45.294896198349676,-75.88557334301458
58296,"Bike Lane",242,45.32122731850293,-75.83274815797202
58297,"Paved Shoulder",395,45.24832900507122,-75.91157994059576
58298,"Paved Shoulder",170,45.22374192897634,-75.80846040673697
58299,"Paved Shoulder",909,45.27347246753121,-75.83309149137867
58300,"Cycle Track",160,45.26844207940388,-75.8902262379956
58301,"Cycle Track",202,45.26924327643403,-75.89132974645692
58303,"Path",156,45.28083714760756,-75.93316379875823
58304,"Paved Shoulder",870,45.287798039484755,-75.7853729754014
58305,"Paved Shoulder",194,45.29494857181064,-75.78958925771329
58306,"Bike Lane",642,45.27532415771457,-75.73523079670275
58307,"Bike Lane",291,45.25549393248055,-75.73026615847037
58308,"Paved Shoulder",375,45.254818337072,-75.7266419934915
58309,"Suggested Route",100,45.487798724348146,-75.5223431161077
58311,"Bike Lane",350,45.27661950695503,-75.71909575343943
58312,"Bike Lane",596,45.28076552425826,-75.72137148519309
58313,"Bike Lane",156,45.27789216146041,-75.71980324230267
58314,"Cycle Track",203,45.26435890692481,-75.75767171052833
58315,"Paved Shoulder",612,45.29849162627078,-75.7313257447042
58316,"Cycle Track",392,45.26467650970058,-75.75726302558309
58317,"Paved Shoulder",682,45.252114021488154,-75.72392555634427
58318,"Bike Lane",850,45.27496182739428,-75.72311218305848
58319,"Bike Lane",331,45.27919611440724,-75.72052673375441
58320,"Bike Lane",310,45.27381570595846,-75.73901352870232
58321,"Bike Lane",841,45.27602629215927,-75.73036067201804
58322,"Bike Lane",409,45.28546279746871,-75.72399697151106
58324,"Bike Lane",75,45.423243640488344,-75.69169854223888
58325,"Bike Lane",20,45.42331063939967,-75.69154776540834
58326,"Unknown",231,45.43388434565492,-75.66725002221237
58327,"Suggested Route",7,45.39290576228305,-75.66496558398698
58328,"Suggested Route",180,45.36517521549705,-75.6326271159043
58329,"Bike Lane",160,45.392755951623464,-75.69100193197372
58330,"Suggested Route",116,45.34137193274994,-75.73728243023405
58331,"Suggested Route",130,45.37535038230908,-75.7660001729871
58335,"Suggested Route",9,45.27499777581056,-75.74892714753165
58336,"Bike Lane",122,45.28819058980519,-75.72548955200003
58337,"Suggested Route",274,45.45560292567566,-75.67957496989425
58338,"Suggested Route",179,45.43437997317193,-75.68606929173177
58339,"Suggested Route",351,45.34746951178349,-75.7089720276483
58340,"Suggested Route",119,45.37447691969907,-75.67121205704434
58341,"Suggested Route",198,45.432016794294476,-75.6840328073894
58342,"Paved Shoulder",290,45.24721975768327,-75.71249228449825
58343,"Bike Lane",117,45.40732351963425,-75.71775323562035
58344,"Suggested Route",463,45.34205125465688,-75.74744327441273
58345,"Suggested Route",121,45.39410100346155,-75.72739034671703
58346,"Suggested Route",125,45.4082440267621,-75.73363627270038
58347,"Suggested Route",372,45.38920271408829,-75.6282271047606
58348,"Suggested Route",40,45.35466283348044,-75.73793881124585
58349,"Suggested Route",10,45.399017234951124,-75.70422956165031
58350,"Suggested Route",72,45.41546182712183,-75.68565112866195
58351,"Suggested Route",116,45.37741293293534,-75.73743643650806
58352,"Suggested Route",128,45.36850808310463,-75.76689294836086
58353,"Suggested Route",215,45.43564863204519,-75.61934503664338
58354,"Suggested Route",96,45.392363212149085,-75.68201091078893
58355,"Suggested Route",117,45.376301072663665,-75.75439452521783
58356,"Suggested Route",137,45.340987609212455,-75.74444598168688
58357,"Paved Shoulder",736,45.27084930519443,-75.86457543165746
58358,"Paved Shoulder",543,45.27561725168816,-75.87078728723704
58359,"Paved Shoulder",753,45.30188987349795,-75.73317008120391
58360,"Suggested Route",325,45.44118565659489,-75.60123539577425
58361,"Suggested Route",96,45.42834640983426,-75.63289007794077
58362,"Paved Shoulder",345,45.247202585177156,-75.71130779381241
58363,"Suggested Route",130,45.382533288182174,-75.67404409030064
58364,"Suggested Route",124,45.38241944327485,-75.6343712767751
58365,"Suggested Route",163,45.454295724429365,-75.6800293871723
58366,"Suggested Route",21,45.41504622022312,-75.68794412603538
58367,"Suggested Route",150,45.3379173976436,-75.76768338136925
58368,"Suggested Route",201,45.45274408236838,-75.67948932541337
58370,"Bike Lane",79,45.407032416598234,-75.7187347654425
58371,"Suggested Route",317,45.380352213613754,-75.76857862351679
58372,"Suggested Route",248,45.379638681491215,-75.7681664567015
58373,"Suggested Route",130,45.39608147062302,-75.71430990510143
58374,"Suggested Route",53,45.39703689023439,-75.64080270845787
58375,"Suggested Route",120,45.33801042367733,-75.76395644463027
58376,"Suggested Route",112,45.391364669926546,-75.68079926672699
58377,"Suggested Route",198,45.371270791315744,-75.68193134880087
58378,"Paved Shoulder",50,45.313780115886935,-75.61991692661113
58379,"Bike Lane",51,45.31500388622789,-75.68639725406557
58380,"Paved Shoulder",237,45.44505868000782,-75.61436649069378
58381,"Bike Lane",460,45.44329632528188,-75.61338419191375
58382,"Bike Lane",184,45.441272134876854,-75.6122910149765
58383,"Suggested Route",143,45.37461255457521,-75.76600971848531
58384,"Bike Lane",1131,45.30985779883275,-75.928223855213
58385,"Suggested Route",392,45.34467139685492,-75.72745050868822
58386,"Paved Shoulder",818,45.31565342730704,-75.59096481070553
58387,"Bike Lane",377,45.29192690692577,-75.72549163249822
58388,"Bike Lane",251,45.29068093762145,-75.72862675014484
58389,"Bike Lane",318,45.3856596146845,-75.67332176126888
58390,"Bike Lane",247,45.29047819682127,-75.72909599591328
58391,"Bike Lane",191,45.28971979109884,-75.73103246901844
58392,"Suggested Route",104,45.348208905731624,-75.7842782839046
58393,"Suggested Route",370,45.447848994536464,-75.63204165688417
58394,"Suggested Route",182,45.407797651973155,-75.6574899497196
58395,"Suggested Route",197,45.45107691392819,-75.67916723536658
58396,"Bike Lane",141,45.35834633971946,-75.9366822814355
58397,"Suggested Route",129,45.41882022374726,-75.6242611424942
58398,"Suggested Route",163,45.362504620340474,-75.68440708775759
58399,"Bike Lane",1032,45.330828208613575,-75.8922526450371
58400,"Suggested Route",59,45.41340213977114,-75.69467527881609
58401,"Suggested Route",252,45.38334151645457,-75.75216945485293
58402,"Suggested Route",76,45.3857879949931,-75.74107825068732
58403,"Suggested Route",247,45.34941269672197,-75.7154152802619
58404,"Suggested Route",117,45.35776378346983,-75.72866361341084
58405,"Suggested Route",113,45.38178206239466,-75.72610245904364
58406,"Paved Shoulder",213,45.34127683489989,-75.57657291591168
58407,"Paved Shoulder",3443,45.30767349336748,-75.6532740545816
58408,"Bike Lane",1076,45.311289205657005,-75.68445474338341
58409,"Bike Lane",94,45.30808601947097,-75.68270539114857
58410,"Bike Lane",1674,45.30275421759175,-75.67978659590719
58411,"Suggested Route",113,45.407815125882195,-75.70382498829412
58412,"Suggested Route",316,45.40873315156075,-75.73545651638418
58413,"Suggested Route",222,45.385673103643235,-75.6362371414006
58414,"Suggested Route",165,45.370838109179694,-75.7598155947511
58415,"Suggested Route",128,45.37663087395439,-75.75279084289116
58416,"Suggested Route",297,45.41352266595066,-75.7080504451
58417,"Paved Shoulder",756,45.28343530686066,-75.78277634566531
58418,"Paved Shoulder",742,45.280129401565,-75.7808168226883
58419,"Paved Shoulder",425,45.292467672669524,-75.78813188489525
58420,"Paved Shoulder",376,45.29339294268544,-75.69441219460872
58421,"Paved Shoulder",278,45.294900092284266,-75.69502833379073
58422,"Bike Lane",853,45.347300875305685,-75.92760891438358
58423,"Bike Lane",204,45.315459003026334,-75.90607693392877
58424,"Bike Lane",269,45.31220991129636,-75.90446956761113
58425,"Bike Lane",919,45.31479679276559,-75.91338576631924
58426,"Bike Lane",343,45.31241685627901,-75.91635857905528
58427,"Bike Lane",114,45.31824113383309,-75.89776986484851
58428,"Bike Lane",58,45.318714605356355,-75.89711434442276
58429,"Paved Shoulder",2277,45.355231959524964,-75.85596063659176
58430,"Bike Lane",432,45.349057696555306,-75.92484729826579
58431,"Bike Lane",1345,45.332681191539514,-75.89549892291194
58432,"Bike Lane",216,45.316674154417605,-75.90153124119884
58433,"Bike Lane",347,45.32130490137388,-75.89399630554631
58434,"Bike Lane",197,45.316170963789745,-75.90333180998128
58435,"Bike Lane",858,45.345115996039326,-75.93105865797533
58436,"Bike Lane",186,45.3059383333357,-75.91217773707798
58437,"Bike Lane",534,45.38737564685176,-75.69180120170957
58438,"Paved Shoulder",671,45.35000433325564,-75.86897347908392
58439,"Bike Lane",143,45.30970584889449,-75.91774233942736
58440,"Bike Lane",104,45.31045994916191,-75.917390282481
58441,"Bike Lane",119,45.31948360899383,-75.89618780047915
58442,"Bike Lane",91,45.317341880020216,-75.8994841082271
58443,"Bike Lane",285,45.340299413182315,-75.93854215160312
58444,"Bike Lane",498,45.35192875253105,-75.92855318118944
58445,"Bike Lane",211,45.36126986028001,-75.79205618689203
58446,"Bike Lane",165,45.37364070579246,-75.77872586810035
58447,"Bike Lane",889,45.34085202820385,-75.9144882363281
58448,"Bike Lane",1316,45.34373714645619,-75.91816602174629
58449,"Bike Lane",40,45.31141411212486,-75.90293783225387
58450,"Bike Lane",230,45.31398680181854,-75.91501601452381
58451,"Bike Lane",53,45.31905656255254,-75.89670118766402
58452,"Bike Lane",6,45.30976997902271,-75.92278326079703
58453,"Bike Lane",83,45.4114213230641,-75.68361863373778
58454,"Cycle Track",451,45.36690630636223,-75.78679014501722
58455,"Paved Shoulder",490,45.375179812766525,-75.77735291446115
58456,"Bike Lane",243,45.35333734083325,-75.79860034276993
58457,"Cycle Track",135,45.365179473821925,-75.78838201000633
58458,"Paved Shoulder",217,45.38234864610598,-75.96875839923442
58459,"Bike Lane",455,45.44069514575201,-75.6951054029539
58460,"Bike Lane",233,45.37053658263212,-75.78165060030746
58461,"Cycle Track",86,45.364445459357036,-75.78900394871181
58462,"Bike Lane",395,45.36209094850108,-75.79096093035491
58463,"Bike Lane",271,45.371099767714355,-75.78105619855867
58464,"Paved Shoulder",422,45.38089639651861,-75.96654083429371
58465,"Bike Lane",134,45.37276349605306,-75.77952790734221
58466,"Bike Lane",236,45.35397842149204,-75.93109856653014
58467,"Bike Lane",115,45.35343678494893,-75.93041008152672
58468,"Bike Lane",15,45.3262691144586,-75.88949492311606
58469,"Paved Shoulder",164,45.395377862802505,-75.70755034399818
58470,"Bike Lane",176,45.426266623038984,-75.6940257986623
58471,"Bike Lane",36,45.427222252136744,-75.69483063256301
58472,"Paved Shoulder",113,45.35203622660664,-75.79974906254118
58473,"Paved Shoulder",617,45.38328306985799,-75.97018534431714
58474,"Paved Shoulder",1780,45.36449786574455,-75.94453647295012
58475,"Bike Lane",287,45.382381718698966,-75.68813813698392
58476,"Bike Lane",67,45.38173029414646,-75.68767591154942
58477,"Bike Lane",123,45.44193697254207,-75.69427719129624
58478,"Cycle Track",160,45.368181097788714,-75.78498771223056
58479,"Bike Lane",44,45.38212802579288,-75.68795813436392
58480,"Bike Lane",3,45.38210966123396,-75.6879451034024
58481,"Bike Lane",125,45.39472248456802,-75.69617950955598
58482,"Bike Lane",12,45.39420692383011,-75.69611388403122
58483,"Bike Lane",62,45.393813829822726,-75.69607139820984
58484,"Bike Lane",9,45.393758820061585,-75.69606545315929
58485,"Bike Lane",62,45.38658658383225,-75.67441329788241
58486,"Bike Lane",116,45.4445501283219,-75.69264714700924
58487,"Bike Lane",114,45.44388736476885,-75.69309121569522
58488,"Bike Lane",110,45.44322434006013,-75.69349694248824
58489,"Bike Lane",112,45.442591218725944,-75.6939004441543
58490,"Paved Shoulder",509,45.37579633634915,-75.95937379378432
58491,"Bike Lane",29,45.41165946004473,-75.68297374936498
58492,"Bike Lane",50,45.41137051213808,-75.68377275319949
58493,"Bike Lane",202,45.445207651753876,-75.63437564079075
58494,"Bike Lane",295,45.424571737966644,-75.68863821023797
58495,"Bike Lane",412,45.444969331057116,-75.6904115834235
58496,"Bike Lane",253,45.44149061386298,-75.64565045521054
58497,"Bike Lane",66,45.42488175192024,-75.68794370831878
58498,"Bike Lane",65,45.42479237606168,-75.68814106998333
58499,"Bike Lane",400,45.44572239029216,-75.63284127875959
58500,"Bike Lane",80,45.44636975072565,-75.63040244708633
58501,"Bike Lane",93,45.446814296698996,-75.62851637396018
58502,"Bike Lane",378,45.44397752784309,-75.63812563279149
58503,"Bike Lane",143,45.442660843732746,-75.64210468979977
58504,"Paved Shoulder",804,45.34023782182398,-75.89166706923601
58505,"Paved Shoulder",1087,45.34518833678756,-75.88012309350594
58506,"Paved Shoulder",682,45.34805866223096,-75.87352550313999
58507,"Paved Shoulder",167,45.33948585428135,-75.89409947166679
58508,"Paved Shoulder",40,45.37919463746373,-75.77331795529273
58509,"Bike Lane",85,45.387620749314,-75.67573235529953
58510,"Bike Lane",533,45.384178862021564,-75.68940670189555
58511,"Bike Lane",56,45.39340763897729,-75.6960321166791
58512,"Bike Lane",57,45.443215098379504,-75.64042171408126
58513,"Bike Lane",48,45.44279292534957,-75.64171919935515
58514,"Bike Lane",103,45.44306560265626,-75.64088417397606
58515,"Bike Lane",128,45.446500592178914,-75.62985705921608
58516,"Bike Lane",141,45.443601652453424,-75.63928220114336
58517,"Bike Lane",184,45.4422826798383,-75.64327366029246
58518,"Bike Lane",149,45.36929512838412,-75.78341404710909
58519,"Bike Lane",22,45.36938602654675,-75.78328651238989
58520,"Bike Lane",16,45.36948420235587,-75.78315760773988
58521,"Bike Lane",23,45.36958509422437,-75.7830171795014
58522,"Cycle Track",104,45.36864618161341,-75.78432961902983
58523,"Bike Lane",23,45.44366406406624,-75.63909821808834
58524,"Bike Lane",70,45.44695984669987,-75.62792124996592
58525,"Bike Lane",548,45.312051880889,-75.91319853675279
58526,"Bike Lane",683,45.31235773120366,-75.9064192791886
58527,"Bike Lane",220,45.324996064336254,-75.88870492938385
58528,"Bike Lane",109,45.317727612850206,-75.898631050067
58529,"Bike Lane",992,45.335580027499454,-75.90775487279348
58530,"Bike Lane",694,45.35509004262731,-75.93251162815017
58531,"Bike Lane",37,45.38744813420185,-75.67550499529438
58532,"Paved Shoulder",610,45.15853146802597,-75.6517215151407
58533,"Paved Shoulder",39,45.16004926909582,-75.75172617488778
58534,"Paved Shoulder",1543,45.147982432598766,-75.73690357025455
58535,"Paved Shoulder",1924,45.15404281185635,-75.66295478427521
58536,"Bike Lane",232,45.338427291106996,-75.79487318235046
58537,"Bike Lane",55,45.338553537656004,-75.79440640515243
58538,"Bike Lane",513,45.33286501250465,-75.80742667940692
58539,"Bike Lane",175,45.33295596224764,-75.80907139408083
58540,"Paved Shoulder",225,45.312119586510654,-75.80394264981574
58541,"Bike Lane",528,45.28495537889287,-75.86634269270579
58542,"Bike Lane",378,45.277327784145264,-75.86445365154596
58543,"Bike Lane",174,45.31000861056626,-75.90046292244214
58544,"Paved Shoulder",368,45.26517633349007,-75.82862664522766
58545,"Paved Shoulder",79,45.33776302240864,-75.84118024289543
58546,"Paved Shoulder",2339,45.31473133984747,-75.87593360344741
58547,"Bike Lane",203,45.33516044206475,-75.80166133952416
58548,"Bike Lane",116,45.34383878886267,-75.80678938849321
58549,"Bike Lane",157,45.34258498080407,-75.80763992777727
58550,"Bike Lane",298,45.29353680451798,-75.895583596314
58551,"Bike Lane",268,45.30933274859138,-75.89929796831707
58552,"Paved Shoulder",783,45.27536613150483,-75.84040176556516
